"year","trial_name","trial_type","plot_width","plot_length","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","latitude","longitude","altitude","department","country","ag_zone","location_short","CMD_harvest","branch_number","CMD_1mon","CMD_3mon","CMD_6mon","height_1st_branch","yield_ha","root_weight_plot","vigor1_5","root_number_commercial","planted_number_plot","plant_type","height","harvest_number","root_type1_5","root_rot_number","germinated_number_plot","starch_content","root_peduncle1_3","root_shape1_6","carotenoid1_8","harvest_number_plan","germination_perc","yield_ha_v2","starch_yield_ha"
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep1_VH21-0447_15",1,15,1,15,"test"," (Operator: lizbethpino, Time: )","VH21-0447","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,230,NA,NA,5,NA,10,1,240,6,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep1_VH21-0477_54",1,54,3,16,"test"," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )","VH21-0477","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,195,NA,NA,4,NA,10,1,250,6,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep1_VH21-0500_52",1,52,3,14,"test"," (Operator: lizbethpino, Time: )","VH21-0500","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,180,10.15625,6.5,5,NA,10,1,240,7,NA,6,10,21.11173053,NA,NA,NA,8,100,10.15625,2.14416013195313
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep1_VH21-0529_50",1,50,3,12,"test"," (Operator: lizbethpino, Time: )","VH21-0529","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,190,NA,NA,5,NA,10,1,195,7,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep1_VH21-0600_55",1,55,3,17,"test"," (Operator: lizbethpino, Time: )","VH21-0600","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,205,NA,NA,5,NA,10,1,275,8,NA,6,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep1_VH21-0628_71",1,71,4,6,"test"," (Operator: lizbethpino, Time: )","VH21-0628","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,3,1,NA,180,NA,NA,5,NA,10,1,250,8,NA,8,8,NA,NA,NA,NA,8,80,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep1_VH21-0681_4",1,4,1,4,"test"," (Operator: lizbethpino, Time: )","VH21-0681","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,240,7.03125,4.5,5,NA,10,1,240,7,NA,7,9,17.91022099,NA,NA,NA,8,90,7.03125,1.25931241335937
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep1_VH21-0708_36",1,36,2,3,"test"," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )","VH21-0708","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,275,1.5625,1,5,NA,10,1,275,8,NA,8,10,NA,NA,NA,NA,8,100,1.5625,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep1_VH21-0729_32",1,32,2,7,"test"," (Operator: lizbethpino, Time: )","VH21-0729","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,155,1.5625,1,2,NA,10,1,225,5,NA,5,10,NA,NA,NA,NA,8,100,1.5625,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep1_VH21-0737_16",1,16,1,16,"test"," (Operator: lizbethpino, Time: )","VH21-0737","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,280,NA,NA,5,NA,10,1,320,7,NA,6,9,NA,NA,NA,NA,8,90,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep1_VH21-0779_11",1,11,1,11,"test"," (Operator: lizbethpino, Time: )","VH21-0779","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,175,7.03125,4.5,5,NA,10,2,240,8,NA,8,10,26.04186335,NA,NA,NA,8,100,7.03125,1.83106851679687
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep1_VH21-1041_38",1,38,2,1,"test"," (Operator: lizbethpino, Time: )","VH21-1041","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,3,2,1,NA,135,10.9375,7,3,NA,10,2,180,8,NA,0,10,NA,NA,NA,NA,8,100,10.9375,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep1_VH21-1081_9",1,9,1,9,"test"," (Operator: lizbethpino, Time: )","VH21-1081","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,225,3.90625,2.5,3,NA,10,1,230,5,NA,2,4,18.86010753,NA,NA,NA,8,40,3.90625,0.736722950390625
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep1_VH21-1087_5",1,5,1,5,"test"," (Operator: lizbethpino, Time: )","VH21-1087","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,190,14.0625,9,5,NA,10,1,250,7,NA,3,10,28.38327103,NA,NA,NA,8,100,14.0625,3.99139748859375
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep1_VH21-1088_18",1,18,1,18,"test"," (Operator: lizbethpino, Time: )","VH21-1088","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,205,NA,NA,4,NA,10,1,205,8,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep1_VH21-1093_70",1,70,4,7,"test"," (Operator: lizbethpino, Time: ), potential (Operator: lizbethpino, Time: )","VH21-1093","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,230,NA,NA,5,NA,10,1,275,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep1_VH21-1140_56",1,56,3,18,"test"," (Operator: lizbethpino, Time: )","VH21-1140","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,100,NA,NA,5,NA,10,2,130,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep1_VH21-1145_2",1,2,1,2,"test"," (Operator: lizbethpino, Time: )","VH21-1145","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,125,23.4375,15,4,NA,10,1,125,8,NA,0,10,18.25035233,NA,NA,NA,8,100,23.4375,4.27742632734375
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0002_134",2,134,8,19,"test"," (Operator: lizbethpino, Time: )","AGF20-C0002","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,2,NA,115,NA,NA,4,NA,10,3,200,8,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0011_91",2,91,5,15,"test"," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )","AGF20-C0011","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,300,NA,NA,5,NA,10,1,350,6,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0014_114",2,114,6,1,"test"," (Operator: lizbethpino, Time: )","AGF20-C0014","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,163,10.15625,6.5,4,NA,10,1,200,8,NA,5,7,NA,NA,NA,NA,8,70,10.15625,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0015_119",2,119,7,5,"test"," (Operator: lizbethpino, Time: )","AGF20-C0015","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,3,2,NA,197,NA,NA,NA,NA,10,3,260,8,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0017_141",2,141,8,12,"test"," (Operator: lizbethpino, Time: )","AGF20-C0017","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,25,NA,NA,5,NA,10,4,185,8,NA,5,10,13.0062536,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0024_144",2,144,8,9,"test"," (Operator: lizbethpino, Time: )","AGF20-C0024","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,205,NA,NA,5,NA,10,2,205,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0026_111",2,111,6,4,"test"," (Operator: lizbethpino, Time: )","AGF20-C0026","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,210,9.375,6,4,NA,10,1,230,6,NA,3,6,NA,NA,NA,NA,8,60,9.375,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0040_82",2,82,5,6,"test"," (Operator: lizbethpino, Time: )","AGF20-C0040","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",2,1,2,2.5,NA,350,3.125,2,4,NA,10,1,400,3,NA,4,8,10.16327354,NA,NA,NA,8,80,3.125,0.317602298125
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0046_116",2,116,7,2,"test"," (Operator: lizbethpino, Time: )","AGF20-C0046","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",2,1,2,2,NA,212,15.625,10,5,NA,10,1,250,5,NA,5,9,18.48257862,NA,NA,NA,8,90,15.625,2.887902909375
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0049_129",2,129,7,15,"test"," (Operator: lizbethpino, Time: )","AGF20-C0049","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",2,1,3,3,NA,230,NA,NA,5,NA,10,1,263,8,NA,8,9,NA,NA,NA,NA,8,90,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0050_87",2,87,5,11,"test"," (Operator: lizbethpino, Time: )","AGF20-C0050","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",3,2,3,3,NA,100,NA,NA,3,NA,10,2,175,5,NA,3,6,NA,NA,NA,NA,8,60,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0056_122",2,122,7,8,"test"," (Operator: lizbethpino, Time: )","AGF20-C0056","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",2,1,1,3,NA,205,NA,NA,4,NA,10,1,225,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0076_104",2,104,6,11,"test"," (Operator: lizbethpino, Time: )","AGF20-C0076","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",2,0,1,2,NA,230,NA,NA,2,NA,10,1,230,7,NA,7,8,NA,NA,NA,NA,8,80,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0078_118",2,118,7,4,"test"," (Operator: lizbethpino, Time: )","AGF20-C0078","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,270,NA,NA,5,NA,10,1,370,7,NA,7,8,NA,NA,NA,NA,8,80,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0080_99",2,99,6,16,"test"," (Operator: lizbethpino, Time: )","AGF20-C0080","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,3,1,1,NA,180,NA,NA,4,NA,10,3,250,1,NA,1,7,19.5636965,NA,NA,NA,8,70,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0085_97",2,97,6,18,"test"," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )","AGF20-C0085","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,3,1,1,NA,150,NA,NA,5,NA,10,4,225,8,NA,8,9,16.40976222,NA,NA,NA,8,90,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0088_100",2,100,6,15,"test"," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )","AGF20-C0088","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,3,NA,225,NA,NA,5,NA,10,2,250,6,NA,8,10,7.025728953,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0090_125",2,125,7,11,"test"," (Operator: lizbethpino, Time: )","AGF20-C0090","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,138,NA,NA,4,NA,10,2,180,6,NA,7,9,NA,NA,NA,NA,8,90,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0093_124",2,124,7,10,"test"," (Operator: lizbethpino, Time: )","AGF20-C0093","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,3,1,1,NA,106,NA,NA,4,NA,10,3,184,7,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0104_93",2,93,5,17,"test"," (Operator: lizbethpino, Time: )","AGF20-C0104","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,3,1,1,NA,125,NA,NA,4,NA,10,3,280,5,NA,6,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_AGF20-C0109_133",2,133,7,19,"test"," (Operator: lizbethpino, Time: )","AGF20-C0109","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,210,NA,NA,5,NA,10,3,210,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_CR24-16_109",2,109,6,6,"check"," (Operator: lizbethpino, Time: )","CR24-16","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,290,NA,NA,4,NA,10,1,290,5,NA,5,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh","98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581","202301DMEPR_tani_rep2_IBA980581_84",2,84,5,8,"check"," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )","IITA-TMS-IBA980581","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,200,2.34375,1.5,4,NA,10,1,200,6,NA,8,10,NA,NA,NA,NA,8,100,2.34375,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_KM505_149",2,149,8,4,"check"," (Operator: lizbethpino, Time: )","KM505","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,2,NA,105,NA,NA,3,NA,10,2,115,8,NA,3,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_KU50_140",2,140,8,13,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",11.67,106.1,20,NA,"Vietnam",NA,"tani",4,0,1,3,NA,235,NA,NA,4,NA,10,2,235,7,NA,8,8,25.63532508,NA,NA,NA,8,80,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh","GBAZEKOUTE,OBAMA,TME 419","202301DMEPR_tani_rep2_TMEB419_130",2,130,7,16,"check"," (Operator: lizbethpino, Time: )","TMEB419","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,250,NA,NA,5,NA,10,1,250,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VF21-0005_78",2,78,5,2,"test"," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )","VF21-0005","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,190,6.25,4,5,NA,10,1,225,5,NA,5,8,11.10866405,NA,NA,NA,8,80,6.25,0.694291503125
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VF21-0015_101",2,101,6,14,"test"," (Operator: lizbethpino, Time: )","VF21-0015","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,160,NA,NA,5,NA,10,2,222,8,NA,8,9,NA,NA,NA,NA,8,90,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VF21-0017_138",2,138,8,15,"test"," (Operator: lizbethpino, Time: )","VF21-0017","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,160,NA,NA,4,NA,10,3,215,7,NA,8,8,NA,NA,NA,NA,8,80,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VF21-0055_145",2,145,8,8,"test"," (Operator: lizbethpino, Time: )","VF21-0055","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,20,3.125,2,5,NA,10,5,130,7,NA,8,9,NA,NA,NA,NA,8,90,3.125,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VF21-0080_88",2,88,5,12,"test"," (Operator: lizbethpino, Time: )","VF21-0080","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,160,NA,NA,4,NA,10,1,200,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VF21-0084_115",2,115,7,1,"test"," (Operator: lizbethpino, Time: )","VF21-0084","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,3,1,1,NA,155,6.25,4,5,NA,10,2,250,8,NA,7,10,23.12129032,NA,NA,NA,8,100,6.25,1.445080645
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VF21-0109_135",2,135,8,18,"test"," (Operator: lizbethpino, Time: )","VF21-0109","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,135,NA,NA,4,NA,10,2,135,8,NA,8,10,20.10574468,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VF21-0142_103",2,103,6,12,"test"," (Operator: lizbethpino, Time: ), potential (Operator: lizbethpino, Time: )","VF21-0142","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,245,NA,NA,5,NA,10,2,290,8,NA,6,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VF21-0146_110",2,110,6,5,"test"," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )","VF21-0146","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,260,7.03125,4.5,5,NA,10,1,280,8,NA,5,10,NA,NA,NA,NA,8,100,7.03125,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VF21-0148_142",2,142,8,11,"test"," (Operator: lizbethpino, Time: )","VF21-0148","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,105,NA,NA,4,NA,10,3,215,8,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VF21-0149_131",2,131,7,17,"test"," (Operator: lizbethpino, Time: )","VF21-0149","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,170,NA,NA,5,NA,10,1,170,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VF21-0172_112",2,112,6,3,"test"," (Operator: lizbethpino, Time: )","VF21-0172","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,3,1,1,NA,154,NA,NA,5,NA,10,2,210,8,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VF21-0184_92",2,92,5,16,"test"," (Operator: lizbethpino, Time: )","VF21-0184","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,230,NA,NA,5,NA,10,1,230,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VF21-0197_147",2,147,8,6,"test"," (Operator: lizbethpino, Time: ), shootng (Operator: lizbethpino, Time: )","VF21-0197","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,120,NA,NA,4,NA,10,4,165,7,NA,8,9,NA,NA,NA,NA,8,90,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VF21-0200_95",2,95,5,19,"test"," (Operator: lizbethpino, Time: )","VF21-0200","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,200,NA,NA,4,NA,10,1,200,7,NA,7,9,NA,NA,NA,NA,8,90,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VF21-0202_128",2,128,7,14,"test"," (Operator: lizbethpino, Time: )","VF21-0202","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,190,NA,NA,5,NA,10,2,230,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0016_80",2,80,5,4,"test"," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )","VH21-0016","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,190,NA,NA,4,NA,10,1,215,3,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0019_85",2,85,5,9,"test"," (Operator: lizbethpino, Time: )","VH21-0019","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,220,NA,NA,5,NA,10,1,250,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0041_106",2,106,6,9,"test"," (Operator: lizbethpino, Time: )","VH21-0041","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,3,1,NA,106,NA,NA,3,NA,10,1,155,3,NA,5,10,NA,NA,NA,NA,8,100,NA,NA
