"year","trial_name","trial_type","plot_width","plot_length","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","latitude","longitude","altitude","department","country","ag_zone","location_short","CMD_harvest","branch_number","CMD_1mon","CMD_3mon","CMD_6mon","height_1st_branch","yield_ha","root_weight_plot","vigor1_5","root_number_commercial","planted_number_plot","plant_type","height","harvest_number","root_type1_5","root_rot_number","germinated_number_plot","starch_content","root_peduncle1_3","root_shape1_6","carotenoid1_8","harvest_number_plan","germination_perc","yield_ha_v2","starch_yield_ha"
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0061_120",2,120,7,6,"test"," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )","VH21-0061","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,350,3.125,2,5,NA,10,1,350,5,NA,8,10,NA,NA,NA,NA,8,100,3.125,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0072_102",2,102,6,13,"test"," (Operator: lizbethpino, Time: ), shoting (Operator: lizbethpino, Time: )","VH21-0072","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,152,NA,NA,NA,NA,10,3,220,8,NA,8,10,19.49896552,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0095_83",2,83,5,7,"test"," (Operator: lizbethpino, Time: )","VH21-0095","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,230,15.625,10,4,NA,10,1,300,5,NA,0,10,9.319879518,NA,NA,NA,8,100,15.625,1.4562311746875
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0097_89",2,89,5,13,"test"," (Operator: lizbethpino, Time: )","VH21-0097","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,3,1,1,NA,160,NA,NA,5,NA,10,3,275,8,NA,8,9,NA,NA,NA,NA,8,90,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0127_121",2,121,7,7,"test"," (Operator: lizbethpino, Time: )","VH21-0127","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,280,NA,NA,4,NA,10,1,330,7,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0172_86",2,86,5,10,"test"," (Operator: lizbethpino, Time: )","VH21-0172","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,150,NA,NA,5,NA,10,1,180,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0201_152",2,152,8,1,"test"," (Operator: lizbethpino, Time: )","VH21-0201","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,2,1,NA,145,NA,NA,5,NA,10,3,165,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0203_137",2,137,8,16,"test"," (Operator: lizbethpino, Time: ), potential (Operator: lizbethpino, Time: )","VH21-0203","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",4,1,1,1,NA,185,NA,NA,4,NA,10,2,250,3,NA,8,7,NA,NA,NA,NA,8,70,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0371_126",2,126,7,12,"test"," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )","VH21-0371","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,151,NA,NA,4,NA,10,1,151,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0402_139",2,139,8,14,"test"," (Operator: lizbethpino, Time: )","VH21-0402","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,80,NA,NA,4,NA,10,4,185,8,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0421_146",2,146,8,7,"test"," (Operator: lizbethpino, Time: )","VH21-0421","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",4,1,1,1.2,NA,170,3.125,2,5,NA,10,2,195,8,NA,6,10,NA,NA,NA,NA,8,100,3.125,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0427_79",2,79,5,3,"test"," (Operator: lizbethpino, Time: )","VH21-0427","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,225,10.9375,7,4,NA,10,1,225,4,NA,3,10,NA,NA,NA,NA,8,100,10.9375,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0439_127",2,127,7,13,"test"," (Operator: lizbethpino, Time: )","VH21-0439","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,185,NA,NA,5,NA,10,1,185,7,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0447_98",2,98,6,17,"test"," (Operator: lizbethpino, Time: )","VH21-0447","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,240,NA,NA,4,NA,10,1,250,6,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0477_148",2,148,8,5,"test"," (Operator: lizbethpino, Time: )","VH21-0477","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,180,NA,NA,4,NA,10,3,180,8,NA,7,9,NA,NA,NA,NA,8,90,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0500_117",2,117,7,3,"test"," (Operator: lizbethpino, Time: )","VH21-0500","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,220,18.75,12,5,NA,10,1,260,3,NA,0,10,14.82039807,NA,NA,NA,8,100,18.75,2.778824638125
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0529_143",2,143,8,10,"test"," (Operator: lizbethpino, Time: )","VH21-0529","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,40,NA,NA,5,NA,10,4,230,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0600_90",2,90,5,14,"test"," (Operator: lizbethpino, Time: )","VH21-0600","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,260,NA,NA,4,NA,10,1,260,3,NA,7,7,NA,NA,NA,NA,8,70,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0628_136",2,136,8,17,"test"," (Operator: lizbethpino, Time: )","VH21-0628","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,20,NA,NA,4,NA,10,5,160,7,NA,7,10,20.28127182,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0681_96",2,96,6,19,"test"," (Operator: lizbethpino, Time: )","VH21-0681","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,225,NA,NA,5,NA,10,1,225,4,NA,5,10,16.9298005,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0708_107",2,107,6,8,"test"," (Operator: lizbethpino, Time: )","VH21-0708","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,240,NA,NA,5,NA,10,1,240,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0729_94",2,94,5,18,"test"," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )","VH21-0729","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,300,NA,NA,5,NA,10,1,300,4,NA,7,8,NA,NA,NA,NA,8,80,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0737_108",2,108,6,7,"test"," (Operator: lizbethpino, Time: )","VH21-0737","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,250,3.125,2,4,NA,10,3,280,7,NA,7,9,NA,NA,NA,NA,8,90,3.125,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-0779_105",2,105,6,10,"test"," (Operator: lizbethpino, Time: )","VH21-0779","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,3,1,1,NA,200,NA,NA,5,NA,10,2,240,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-1041_123",2,123,7,9,"test"," (Operator: lizbethpino, Time: )","VH21-1041","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,128,NA,NA,5,NA,10,1,160,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-1081_113",2,113,6,2,"test"," (Operator: lizbethpino, Time: )","VH21-1081","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,243,11.71875,7.5,4,NA,10,1,243,7,NA,5,10,NA,NA,NA,NA,8,100,11.71875,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-1087_132",2,132,7,18,"test"," (Operator: lizbethpino, Time: )","VH21-1087","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,150,NA,NA,5,NA,10,3,205,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-1088_77",2,77,5,1,"test"," (Operator: lizbethpino, Time: )","VH21-1088","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,190,3.125,2,4,NA,10,1,190,7,NA,5,10,18.85291262,NA,NA,NA,8,100,3.125,0.589153519375
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-1093_81",2,81,5,5,"test"," (Operator: lizbethpino, Time: ), potential (Operator: lizbethpino, Time: )","VH21-1093","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,250,NA,NA,5,NA,10,1,250,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-1140_150",2,150,8,3,"test"," (Operator: lizbethpino, Time: )","VH21-1140","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,175,9.375,6,5,NA,10,2,175,7,NA,6,10,NA,NA,NA,NA,8,100,9.375,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep2_VH21-1145_151",2,151,8,2,"test"," (Operator: lizbethpino, Time: )","VH21-1145","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,180,12.5,8,3,NA,10,2,180,8,NA,7,10,NA,NA,NA,NA,8,100,12.5,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0002_226",3,226,12,3,"test"," (Operator: lizbethpino, Time: )","AGF20-C0002","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,2,NA,210,NA,NA,3,NA,10,3,265,6,NA,5,9,NA,NA,NA,NA,8,90,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0011_216",3,216,12,13,"test"," (Operator: lizbethpino, Time: )","AGF20-C0011","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,3,1,1,NA,130,NA,NA,5,NA,10,3,260,8,NA,5,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0014_157",3,157,9,5,"test"," (Operator: lizbethpino, Time: )","AGF20-C0014","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,100,NA,NA,5,NA,10,4,175,6,NA,5,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0015_153",3,153,9,1,"test"," (Operator: lizbethpino, Time: )","AGF20-C0015","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",3,2,3,1.2,NA,215,NA,NA,5,NA,10,3,290,8,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0017_187",3,187,10,4,"test"," (Operator: lizbethpino, Time: )","AGF20-C0017","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",4,0,2,1,NA,205,NA,NA,3,NA,10,3,205,7,NA,6,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0024_173",3,173,10,18,"test"," (Operator: lizbethpino, Time: ), shoting (Operator: lizbethpino, Time: )","AGF20-C0024","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,130,NA,NA,5,NA,10,3,165,7,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0026_193",3,193,11,3,"test"," (Operator: lizbethpino, Time: )","AGF20-C0026","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,130,NA,NA,3,NA,10,3,185,5,NA,5,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0040_176",3,176,10,15,"test"," (Operator: lizbethpino, Time: )","AGF20-C0040","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",3,1,2,3,NA,185,NA,NA,5,NA,10,4,200,6,NA,6,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0046_161",3,161,9,9,"test"," (Operator: lizbethpino, Time: )","AGF20-C0046","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,2,NA,185,NA,NA,5,NA,10,2,230,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0049_154",3,154,9,2,"test"," (Operator: lizbethpino, Time: )","AGF20-C0049","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",3,2,2,1.5,NA,215,6.25,4,4,NA,10,2,280,6,NA,6,9,7.971907895,NA,NA,NA,8,90,6.25,0.4982442434375
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0050_197",3,197,11,7,"test"," (Operator: lizbethpino, Time: )","AGF20-C0050","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",3,0,2,2,NA,0,NA,NA,1,NA,10,NA,0,0,NA,1,1,NA,NA,NA,NA,8,10,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0056_186",3,186,10,5,"test"," (Operator: lizbethpino, Time: )","AGF20-C0056","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",4,2,3,1.1,NA,230,NA,NA,5,NA,10,2,330,8,NA,6,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0076_165",3,165,9,13,"test"," (Operator: lizbethpino, Time: )","AGF20-C0076","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",4,0,3,2,NA,190,NA,NA,2,NA,10,2,190,3,NA,2,7,NA,NA,NA,NA,8,70,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0078_169",3,169,9,17,"test"," (Operator: lizbethpino, Time: )","AGF20-C0078","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,255,NA,NA,5,NA,10,3,265,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0080_210",3,210,12,19,"test"," (Operator: lizbethpino, Time: )","AGF20-C0080","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",0,0,1,NA,NA,295,NA,NA,NA,NA,10,1,295,8,NA,0,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0085_178",3,178,10,13,"test"," (Operator: lizbethpino, Time: )","AGF20-C0085","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,215,NA,NA,NA,NA,10,3,215,5,NA,8,8,18.9858754,NA,NA,NA,8,80,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0088_175",3,175,10,16,"test"," (Operator: lizbethpino, Time: )","AGF20-C0088","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,3,NA,70,NA,NA,5,NA,10,5,175,6,NA,7,7,NA,NA,NA,NA,8,70,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0090_166",3,166,9,14,"test"," (Operator: lizbethpino, Time: )","AGF20-C0090","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",3,2,1,1.1,NA,145,NA,NA,3,NA,10,3,180,7,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0093_205",3,205,11,15,"test"," (Operator: lizbethpino, Time: )","AGF20-C0093","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,15,NA,NA,4,NA,10,4,215,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0104_168",3,168,9,16,"test"," (Operator: lizbethpino, Time: )","AGF20-C0104","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,3,1,1,NA,35,NA,NA,5,NA,10,5,285,8,NA,5,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_AGF20-C0109_160",3,160,9,8,"test"," (Operator: lizbethpino, Time: )","AGF20-C0109","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",3,0,2,2,NA,250,NA,NA,4,NA,10,1,250,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_CR24-16_188",3,188,10,3,"check"," (Operator: lizbethpino, Time: )","CR24-16","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,210,14.0625,9,3,NA,10,2,260,7,NA,8,7,NA,NA,NA,NA,8,70,14.0625,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh","98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581","202301DMEPR_tani_rep3_IBA980581_201",3,201,11,11,"check"," (Operator: lizbethpino, Time: )","IITA-TMS-IBA980581","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,265,NA,NA,5,NA,10,2,265,7,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_KM505_167",3,167,9,15,"check"," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )","KM505","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",3,1,1,2,NA,165,NA,NA,5,NA,10,2,215,5,NA,6,7,NA,NA,NA,NA,8,70,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_KU50_220",3,220,12,9,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,3,1,3,NA,80,NA,NA,5,NA,10,4,165,8,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh","GBAZEKOUTE,OBAMA,TME 419","202301DMEPR_tani_rep3_TMEB419_159",3,159,9,7,"check"," (Operator: lizbethpino, Time: )","TMEB419","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,220,NA,NA,4,NA,10,1,220,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VF21-0005_179",3,179,10,12,"test"," (Operator: lizbethpino, Time: )","VF21-0005","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,175,NA,NA,5,NA,10,1,175,8,NA,7,10,6.606986301,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VF21-0015_207",3,207,11,17,"test"," (Operator: lizbethpino, Time: )","VF21-0015","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,265,NA,NA,5,NA,10,1,280,7,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VF21-0017_184",3,184,10,7,"test"," (Operator: lizbethpino, Time: )","VF21-0017","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,20,15.625,10,2,NA,10,5,175,8,NA,5,10,NA,NA,NA,NA,8,100,15.625,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VF21-0055_177",3,177,10,14,"test"," (Operator: lizbethpino, Time: )","VF21-0055","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,300,NA,NA,5,NA,10,2,300,6,NA,8,9,NA,NA,NA,NA,8,90,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VF21-0080_172",3,172,10,19,"test"," (Operator: lizbethpino, Time: )","VF21-0080","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,195,NA,NA,5,NA,10,2,235,8,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VF21-0084_212",3,212,12,17,"test"," (Operator: lizbethpino, Time: )","VF21-0084","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",4,2,2,1,NA,115,NA,NA,3,NA,10,3,150,6,NA,7,8,NA,NA,NA,NA,8,80,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VF21-0109_228",3,228,12,1,"test"," (Operator: lizbethpino, Time: )","VF21-0109","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,8,0,NA,NA
